,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,latitude,longitude,title,url,Listing Month,Listing Year,lat_long,FullAddy
2349,99,1,3,Austin,Sep-16,"GRAND OPENING! We just got our Short Term Rental License! Enjoy Nini's Cozy Cottage for our Grand Opening special rate of $99 per night!\n\nNini's is a quiet haven in a neighborhood of native gardens, mature trees and dog walkers, yet close to local Eats, Drinks &amp; Music. Just up 183 from the airport, we are centrally located for easy access to all of Austin and its many attractions.\n\nYour family is sure to enjoy this spacious cottage, back deck and private back yard!",30.31978679,-97.6820193,Nini's Cozy Cottage,https://www.airbnb.com/rooms/14894640?location=Coupland%2C%20TX,September,2016,"30.319786792203303,-97.68201929678939","6903 Duquesne Dr, Austin, TX 78723, USA"
2350,40,1,4,Round Rock,Oct-15,"My place is close to parks and restaurants and dining. My place is good for couples, solo adventurers, and business travelers.",30.51010761,-97.64900768,Austin/Round Rock Bedroom 2,https://www.airbnb.com/rooms/13452691?location=Coupland%2C%20TX,October,2015,"30.5101076079057,-97.64900768363822","2306 Wisteria Way, Round Rock, TX 78664, USA"
2356,91,1,5,Round Rock,Feb-16,"Upscale, first floor, quiet one bedroom apartment, right next to Dell! Plenty of shopping and eateries a few blocks away, entertainment for adults or for families within a few miles. Easy access to all major highways, Metro rail or public transit. Relaxing, private, gated. Perfect for longer stays too!",30.4878637,-97.65491212,Private luxury next to Dell,https://www.airbnb.com/rooms/11714131?location=Coupland%2C%20TX,February,2016,"30.4878636993429,-97.65491211515409","650 Louis Henna Blvd, Round Rock, TX 78664, USA"
2357,40,1,5,Austin,Mar-14,"Super cute brand new house in east Austin. Close to bike trails to downtown Austin, and located exactly 6 miles from the capitol. An Uber home cost about 12-15$ from bars downtown (if not surging).",30.27590705,-97.62522326,Cute room in East Austin,https://www.airbnb.com/rooms/11548225?location=Coupland%2C%20TX,March,2014,"30.2759070456855,-97.62522325754291","9600 Wayside Blvd, Austin, TX 78724, USA"
2360,239,3,3,Austin,Sep-15,"Convenient, Clean,Comfortable 3.5 Beds 2 Bath House in quite neighborhood. 10 Minutes to Downtown, 7 Minutes to Domain, Near I-35 and 183. Just Recently Remodeled With Beautiful Sun room (pool table). Large Living Room, Bright Breakfast Room and Very Comfortable Beds: one queen, one full size, three twins.",30.36997239,-97.67167683,"Clean, Comfortable, Convenient....",https://www.airbnb.com/rooms/8285130?location=Coupland%2C%20TX,September,2015,"30.369972391946202,-97.67167683081699","1114 Collinwood W Dr, Austin, TX 78753, USA"
2361,34,1,5,Round Rock,Mar-12,Nice sized room 12'x12' with bay windows for lots of lights and new landscape view. I do not have Cable TV but do have new 40\,30.51630818,-97.7132541,Cozy Room 1 w/Private Bath,https://www.airbnb.com/rooms/534674?location=Coupland%2C%20TX,March,2012,"30.516308183691898,-97.71325409727791","1004 Wren Ct, Round Rock, TX 78681, USA"
2362,45,1,3,Round Rock,May-16,"My place is close to restaurants and dining, nightlife, shopping, hospitals, universities, gyms, parks and green space. You‰Ûªll love staying here, because of the quiet and clean space, the location, hospitality, and convenience. One friendly cat and dog. No kids. Washer and dryer available for use, and free wi-fi service. Great for travelers in the Austin and Round Rock areas, or those just passing through. Close to Dell Computers, The Dell Diamond, The Outlet Mall, and Georgetown.",30.5541325,-97.67552044,"Quiet, comfy retreat!",https://www.airbnb.com/rooms/13156780?location=Coupland%2C%20TX,May,2016,"30.554132497613395,-97.6755204366861","3757 Rams Horn Way, Round Rock, TX 78665, USA"
2369,53,1,6,Round Rock,Aug-15,"Relax in our beautiful guest room with the use of a private bathroom. Convenient access to 45 and I-35, and just minutes from Dell. We live near bike trails and several parks.",30.50353604,-97.62873848,Room in quiet home near Dell,https://www.airbnb.com/rooms/8116084?location=Coupland%2C%20TX,August,2015,"30.503536039323897,-97.6287384841432","1716 Fallen Leaf Ln, Round Rock, TX 78665, USA"
2370,22,1,5,Round Rock,Mar-12,Nice sized room 10'x10' with large window for lots of lights. I do not have Cable TV but do have new 32\,30.51623023,-97.71270027,Cozy Room 2 w/Private Bath,https://www.airbnb.com/rooms/534675?location=Coupland%2C%20TX,March,2012,"30.516230234174,-97.7127002653245","1000 Wren Ct, Round Rock, TX 78681, USA"
2381,63,1,6,Austin,May-15,"Guest bedroom and bathroom. Pillow-top mattress with 8 different pillows, smart TV with access to Netflix, Hulu, AmazonPrime TV, Pandora, Spotify. Large closet space and dresser drawer space, blackout curtains for light sleepers. Air conditioned and has ceiling fan. Bathroom very close just down the hall. Quiet &amp; safe neighborhood. Feel free to park on the right side of driveway or on the street.",30.36933391,-97.65148562,PRIVATE Bed/Bath + TV & Parking,https://www.airbnb.com/rooms/14184672?location=Coupland%2C%20TX,May,2015,"30.3693339077166,-97.6514856165036","2121 Tin Can Dr, Austin, TX 78754, USA"
2382,45,1,3,Pflugerville,Jul-16,"Welcome to the Great Basin Cottage! This charming craftsman style home is in a quite neighborhood situated on a corner lot across from a greenbelt. The house is just minutes away from Circuit of the Americas, Dell, Austin, and much more. You will have your own room and bathroom as well as access to kitchen, living, dining and laundry. I do live in the house full-time with my boyfriend and dog, but we can be more present or absent, depending on your needs!",30.46136956,-97.61912433,Great Basin Cottage,https://www.airbnb.com/rooms/13921102?location=Coupland%2C%20TX,July,2016,"30.4613695566065,-97.6191243311883","2 N Cascades Ave, Pflugerville, TX 78660, USA"
2383,70,1,3,Austin,Apr-16,Close to Major highway and toll\nAccess. Howard station is across the street for easy access\nTo train for downtown Austin destinations....,30.4402526,-97.69439343,North Austin getaway,https://www.airbnb.com/rooms/18720660?location=Coupland%2C%20TX,April,2016,"30.440252600568105,-97.6943934307129","3301 Wells Branch/Howard, Wells Branch, TX 78728, USA"
2388,40,1,4,Round Rock,Oct-15,"My place is good for couples, solo adventurers, and business travelers.",30.50953746,-97.64987624,Austin/Round Rock Bedroom 1,https://www.airbnb.com/rooms/12873433?location=Coupland%2C%20TX,October,2015,"30.509537455904898,-97.6498762381665","2213 Wisteria Way, Round Rock, TX 78664, USA"
2389,66,1,7,Austin,Jun-16,"Our new home is in TechRidge in northeast Austin. Near downtown, Formula One, lake Travis, the greenbelt, and the Domain, our location is great for all visitors! Enjoy 24/7 keyless entry, a Queen sized tempurpedic bed with luxury linens, a personal Keurig, a mini refrigerator, a spotlessly clean private bathroom with soft, fluffy towels, and a flatscreen tv with Apple TV in your room. All races, ethnicities, religions, genders, sexualities, and nationalities welcomed. We can't wait to meet you!",30.39659184,-97.64846523,"Bright, clean, & welcome space in Austin",https://www.airbnb.com/rooms/13607655?location=Coupland%2C%20TX,June,2016,"30.396591836006397,-97.64846522550279","12704 Danbrook Cove, Austin, TX 78753, USA"
2392,50,1,7,Round Rock,Apr-17,"Hello and Welcome! We are located in Round Rock, Texas. (#16 on the list of BEST cities to live in the nation!!) Our home accommodates 1-2 guests any day of the week in an amazingly decorated Private Master bedroom suite with a key and private bathroom. A credential personal chef on site for breakfast. Perfect for business, romance, visiting for festivals/events, and more. Close to shopping/restaurants. Moments from downtown Round Rock and 15-20 minutes from Austin and Georgetown TX .",30.51042302,-97.64596951,"Phenomenal ""Modern Style"" Private Suite & Bath",https://www.airbnb.com/rooms/19120384?location=Coupland%2C%20TX,April,2017,"30.5104230204821,-97.64596951380241","3209 Sycamore Cove, Round Rock, TX 78664, USA"
2393,40,1,8,Pflugerville,Oct-16,"My place is close to nightlife, the airport, shopping, sports events and the city center. You‰Ûªll love my place because you will have all the amenities of home while visiting our famous city and all it has to offer.",30.48549539,-97.56290506,"Private room in upscale place in Pflugerville, TX",https://www.airbnb.com/rooms/15450030?location=Coupland%2C%20TX,October,2016,"30.4854953912258,-97.56290505871272","20852 Silverbell Ln, Pflugerville, TX 78660, USA"
2395,725,4,5,Pflugerville,Nov-16,We made our home special by creating a beautiful sanctuary with our own decorating style. We have an open are concept home. Our kitchen is fully equipped with anything you would need to create a beautiful dinner for your significant other or family. Our rooms are extremely large and we have provided toiletries for the bathrooms and bowls and beds for the dogs. We have a large backyard where you can grill for family and friends. This is our loving property.,30.45296239,-97.58910741,Beautiful & Quiet Pflugerville Home,https://www.airbnb.com/rooms/16793522?location=Coupland%2C%20TX,November,2016,"30.4529623948518,-97.58910741023479","18002 Ruby Lace Road, Pflugerville, TX 78660, USA"
2400,22,1,7,Austin,Jun-13,"Our place is a perfectly situated landing pad for new arrivals. We are close to almost every corner of the city, and we love giving new Austinites a warm welcome. We are totally a smoke-free home.",30.34622132,-97.6876224,New Arrival Haven - comfy and close,https://www.airbnb.com/rooms/13676088?location=Coupland%2C%20TX,June,2013,"30.3462213196081,-97.68762240143629","8605 Danville Dr, Austin, TX 78753, USA"
2402,100,1,6,Austin,Apr-16,"2 rooms up stairs with private bath, down stairs den and living room. The house is not far from downtown Austin.",30.35497928,-97.61295899,2 rooms upstairs with private bath,https://www.airbnb.com/rooms/12315955?location=Coupland%2C%20TX,April,2016,"30.3549792810591,-97.612958986244","11637 Lansdowne Rd, Austin, TX 78754, USA"
2403,50,1,4,Austin,Oct-15,Cozy and private bedroom and bathroom located in the Parkside at Harris Branch community. Cable TV w/HBO and wi-fi throughout. Shared game room and common space. Friendly short haired dog in the house.,30.34594577,-97.6151849,Cool and Updated Space,https://www.airbnb.com/rooms/14930777?location=Coupland%2C%20TX,October,2015,"30.345945772811998,-97.6151849035222","11004 Helms Deep Dr, Austin, TX 78754, USA"
2406,80,1,9,Pflugerville,Nov-15,"My place is good for couples, solo adventurers, and business travelers.",30.46181074,-97.56385286,Great Get away with a clean and safe surrounding,https://www.airbnb.com/rooms/14517610?location=Coupland%2C%20TX,November,2015,"30.4618107357995,-97.56385286404301","19517 Morgana Dr, Pflugerville, TX 78660, USA"
2418,40,1,8,Austin,Jul-13,"Private room &amp; shared bath 6 miles or 10 mins (no traffic) from downtown. Your room is clean, 1/2 the price of a budget hotel, has a 5 star rating, &amp; is completely private (lock/key). Come enjoy the comfort of home in a unique East Austin neighborhood that combines the feel of a quirky Mayberry, while doing its part to keep Austin weird. Convenient to shopping, Mueller &amp; Austin entertainment.",30.32783227,-97.68323032,!!!Private Austin Room - 10 mins 2 Downtown,https://www.airbnb.com/rooms/1542779?location=Coupland%2C%20TX,July,2013,"30.327832270496696,-97.68323031541571","1713 Pebble Brook Dr, Austin, TX 78752, USA"
2420,599,3,9,Austin,Oct-14,\,30.44337625,-97.68132462,"Perfect Pool House w/ Spa, Arcade, Ping Pong +++++",https://www.airbnb.com/rooms/7859434?location=Coupland%2C%20TX,October,2014,"30.4433762528634,-97.6813246226849","2201 Maple Hollow Trail, Austin, TX 78728, USA"
2421,44,1,6,Round Rock,Aug-14,"Come share our cozy house for your stay in Austin. We live just north of downtown 25 minutes. Stay with us for SXSW, ACL or your other Austin event. We will help you have a fantastic time in Austin or down time here in Round Rock. Welcome!",30.47082201,-97.64933926,Home Away From Home... Near Austin.,https://www.airbnb.com/rooms/10888065?location=Coupland%2C%20TX,August,2014,"30.470822011592304,-97.64933926122679","1615 Bengal Dr, Round Rock, TX 78664, USA"
2432,154,3,5,Austin,May-15,"Cozy home with expansive master bedroom and two guest rooms with two full bathrooms. Wood floors, upgraded kitchen, keyless entry, private fenced in backyard, close to major access roads and the Domain shopping center. Ideal for 6-8 people.",30.36859026,-97.65229275,Cozy Home with Parking Included,https://www.airbnb.com/rooms/14184017?location=Coupland%2C%20TX,May,2015,"30.368590259285003,-97.6522927486698","2204 Nestlewood Dr, Austin, TX 78754, USA"
2435,371,3,4,Pflugerville,Nov-16,"Your next trip to the Lone Star State awaits you in the form of this dazzling 3-bedroom, 2-bathroom Pflugerville vacation rental house! With top notch accommodations, sleeping space for 6 and settled in a quiet neighborhood, this Texas property embodies that famous southwestern charm!",30.44480372,-97.5643758,Breathtaking 3BR Pflugerville House!,https://www.airbnb.com/rooms/16217865?location=Coupland%2C%20TX,November,2016,"30.444803724853802,-97.5643757976844","4733 Fritz Falls Crossing, Pflugerville, TX 78660, USA"
2440,299,4,6,Round Rock,Mar-11,"Our 4 bedroom 2 bathroom house in the north suburbs is the perfect place for a short or long visit to Austin. Great for any of the Austin events throughout the year including Formula One, UT football games, or SXSW/ACL/Psych/FunFunFun music festivals",30.53136921,-97.62170074,Our House in Austin's North Suburbs,https://www.airbnb.com/rooms/78976?location=Coupland%2C%20TX,March,2011,"30.5313692116542,-97.6217007355192","3319 Rod Carew Dr, Round Rock, TX 78665, USA"
2442,175,3,11,Pflugerville,Sep-15,"This newly remodeled house is great for couples, solo adventurers, business travelers, and families. This home is located in a quiet neighborhood with walking trails, pool, playground, and a lake, It is located one mile from lots of shopping and restaurants, and provides easy access to nearby freeways. The house is equipped cable TV and wireless internet. \n\nThere are no wild parties, pets, or smoking allowed in the house. If restrictions are violated, tenant will be immediately removed.",30.46500446,-97.61376814,3 Bdrm / 2 Bath Quiet Clean House - North Austin,https://www.airbnb.com/rooms/15801424?location=Coupland%2C%20TX,September,2015,"30.4650044636957,-97.6137681391988","917 Walnut Canyon Blvd, Pflugerville, TX 78660, USA"
